xxGeoId|Geography|LEAID|Year|Iteration|CDP02_10est|CDP02_10moe|CDP02_11est|CDP02_11moe|CDP02_11pct|CDP02_11pctmoe|CDP02_12est|CDP02_12moe|CDP02_12pct|CDP02_12pctmoe|CDP02_13est|CDP02_13moe|CDP02_13pct|CDP02_13pctmoe|CDP02_14est|CDP02_14moe|CDP02_14pct|CDP02_14pctmoe|CDP02_15est|CDP02_15moe|CDP02_15pct|CDP02_15pctmoe
97000US3414640|Sayreville Borough School District|3414640|2014-2018|105|6225|487|0|25|0.0|0.5|450|162|7.2|2.6|3900|461|62.7|5.2|1870|285|30.0|4.1|0|25|0.0|0.5
97000US3603060|Schenevus Central School District|3603060|2014-2018|105|290|75|30|30|10.3|8.9|15|11|5.2|3.9|170|52|58.6|10.6|75|32|25.9|10.9|0|12|0.0|10.6
97000US2314530|School Administrative District 46|2314530|2014-2018|105|750|166|0|14|0.0|3.0|25|18|3.3|2.6|365|101|48.7|11.6|360|137|48.0|12.1|0|14|0.0|3.0
97000US2314330|School Administrative District 49|2314330|2014-2018|105|1730|285|0|16|0.0|1.3|175|134|10.1|6.9|975|206|56.4|7.9|585|145|33.8|8.7|0|16|0.0|1.3
97000US2314240|School Administrative District 51|2314240|2014-2018|105|2085|233|0|16|0.0|1.1|200|96|9.6|4.8|1410|234|67.6|6.8|480|138|23.0|6.3|0|16|0.0|1.1
97000US2314160|School Administrative District 52|2314160|2014-2018|105|1915|274|90|76|4.7|3.8|225|84|11.7|4.3|1040|210|54.3|7.3|560|149|29.2|6.9|0|16|0.0|1.2
97000US2314610|School Administrative District 53|2314610|2014-2018|105|990|155|0|14|0.0|2.2|130|68|13.1|6.6|560|130|56.6|8.1|305|80|30.8|7.5|0|14|0.0|2.2
97000US2314590|School Administrative District 54|2314590|2014-2018|105|2345|250|0|16|0.0|1.0|320|120|13.6|4.6|1485|186|63.3|6.1|545|121|23.2|4.5|0|16|0.0|1.0
97000US2314190|School Administrative District 55|2314190|2014-2018|105|890|164|0|14|0.0|2.5|35|21|3.9|2.8|495|119|55.6|7.1|355|87|39.9|6.8|0|14|0.0|2.5
97000US2314670|School Administrative District 57|2314670|2014-2018|105|3390|365|0|18|0.0|0.7|210|102|6.2|3.0|2105|336|62.1|7.5|1075|279|31.7|7.4|0|18|0.0|0.7
97000US2314300|School Administrative District 58|2314300|2014-2018|105|495|95|0|10|0.0|4.4|60|31|12.1|5.9|285|65|57.6|8.0|150|50|30.3|8.3|0|10|0.0|4.4
97000US2314560|School Administrative District 59|2314560|2014-2018|105|670|217|4|13|0.6|2.7|60|66|9.0|9.5|375|190|56.0|15.9|225|119|33.6|18.1|0|14|0.0|3.3
97000US2314700|School Administrative District 60|2314700|2014-2018|105|2890|363|105|79|3.6|2.7|170|88|5.9|3.0|1835|283|63.5|6.3|780|207|27.0|6.0|0|16|0.0|0.8
97000US2314210|School Administrative District 61|2314210|2014-2018|105|1870|296|0|16|0.0|1.2|170|118|9.1|6.0|1100|228|58.8|8.3|600|183|32.1|8.6|0|16|0.0|1.2
97000US2314470|School Administrative District 63|2314470|2014-2018|105|820|177|65|40|7.9|5.0|50|32|6.1|3.6|505|121|61.6|7.4|200|80|24.4|7.6|0|14|0.0|2.7
97000US2314440|School Administrative District 64|2314440|2014-2018|105|1090|144|0|14|0.0|2.0|105|49|9.6|4.5|625|105|57.3|6.0|360|84|33.0|6.3|0|14|0.0|2.0
97000US2314760|School Administrative District 67|2314760|2014-2018|105|805|176|0|14|0.0|2.8|155|101|19.3|12.1|430|137|53.4|14.3|225|112|28.0|11.3|0|14|0.0|2.8
97000US2314761|School Administrative District 68|2314761|2014-2018|105|680|158|65|47|9.6|6.0|55|38|8.1|5.3|380|108|55.9|8.7|185|59|27.2|7.2|0|14|0.0|3.3
97000US2314762|School Administrative District 70|2314762|2014-2018|105|515|104|50|27|9.7|5.0|35|21|6.8|4.2|275|72|53.4|7.3|155|41|30.1|6.5|0|10|0.0|4.3
97000US2314765|School Administrative District 72|2314765|2014-2018|105|1245|156|15|13|1.2|1.2|75|34|6.0|2.4|715|118|57.4|6.9|435|106|34.9|7.2|0|14|0.0|1.8
97000US2314767|School Administrative District 74|2314767|2014-2018|105|750|153|15|14|2.0|1.9|70|46|9.3|5.6|445|123|59.3|10.7|215|88|28.7|10.8|0|10|0.0|3.0
97000US2314768|School Administrative District 75|2314768|2014-2018|105|2380|221|0|16|0.0|0.9|225|132|9.5|5.4|1410|211|59.2|7.2|745|138|31.3|5.2|0|16|0.0|0.9
97000US3176450|Schuyler Community Schools|3176450|2014-2018|105|1925|132|155|102|8.1|5.2|215|146|11.2|7.2|1085|176|56.4|10.2|470|109|24.4|5.1|0|13|0.0|1.0
97000US1700332|Schuyler-Industry Community Unit School District 5|1700332|2014-2018|105|1165|91|120|53|10.3|4.5|30|23|2.6|2.0|665|76|57.1|5.4|355|50|30.5|3.9|0|15|0.0|2.3
97000US4400960|Scituate School District|4400960|2014-2018|105|1570|191|20|32|1.3|2.0|140|107|8.9|6.9|860|183|54.8|8.6|550|165|35.0|9.5|0|20|0.0|2.4
97000US3414670|Scotch Plains-Fanwood Regional School District|3414670|2014-2018|105|5250|401|180|92|3.4|1.7|285|130|5.4|2.4|3215|329|61.2|4.6|1565|265|29.8|4.3|0|25|0.0|0.6
95000US0903960|Scotland School District|0903960|2014-2018|105|115|40|20|15|17.4|11.5|15|9|13.0|8.3|80|34|69.6|12.2|0|12|0.0|25.8|0|12|0.0|25.8
97000US4665180|Scotland School District 04-3|4665180|2014-2018|105|290|92|45|29|15.5|8.9|4|6|1.4|2.4|135|62|46.6|14.3|105|61|36.2|19.2|0|9|0.0|6.7
97000US5103480|Scott County Public Schools|5103480|2014-2018|105|3295|141|340|122|10.3|3.5|270|87|8.2|2.6|1710|132|51.9|4.1|980|132|29.7|3.8|0|22|0.0|1.0
97000US4703720|Scott County School District|4703720|2014-2018|105|3595|230|335|127|9.3|3.4|170|74|4.7|2.1|2285|220|63.6|4.9|810|125|22.5|3.1|0|19|0.0|1.0
97000US2803900|Scott County School District|2803900|2014-2018|105|3040|356|0|20|0.0|1.2|220|89|7.2|2.8|2105|263|69.2|4.8|710|171|23.4|4.4|0|20|0.0|1.2
97000US2000017|Scott County Unified School District 466|2000017|2014-2018|105|920|181|55|47|6.0|4.6|15|25|1.6|2.9|610|124|66.3|6.1|245|79|26.6|6.7|0|10|0.0|2.7
97000US0600159|Scott Valley Unified School District|0600159|2014-2018|105|645|109|0|17|0.0|5.3|50|35|7.8|5.1|385|87|59.7|8.7|210|62|32.6|8.6|0|17|0.0|5.3
97000US0600043|Scotts Valley Unified School District|0600043|2014-2018|105|1915|277|0|19|0.0|1.8|220|91|11.5|4.7|1125|213|58.7|7.3|570|161|29.8|6.9|0|19|0.0|1.8
97000US3176470|Scottsbluff Public Schools|3176470|2014-2018|105|3450|239|190|74|5.5|2.1|300|105|8.7|3.2|2145|214|62.2|4.4|820|138|23.8|3.5|0|15|0.0|0.6
97000US0407570|Scottsdale Unified District|0407570|2014-2018|105|26110|1430|1465|346|5.6|1.3|1980|284|7.6|1.0|13750|1021|52.7|2.2|8915|731|34.1|2.4|0|29|0.0|0.1
97000US3100076|Scribner-Snyder Community Schools|3100076|2014-2018|105|305|93|15|13|4.9|3.9|20|18|6.6|5.4|185|72|60.7|10.8|90|35|29.5|10.7|0|9|0.0|6.3
97000US5307710|Seattle School District|5307710|2014-2018|105|58865|1548|3670|518|6.2|0.8|4780|469|8.1|0.8|36025|1224|61.2|1.3|14390|773|24.4|1.2|0|28|0.0|0.1
97000US3414850|Secaucus Town School District|3414850|2014-2018|105|2650|372|275|204|10.4|6.9|115|69|4.3|2.6|1430|243|54.0|6.3|830|184|31.3|6.9|0|19|0.0|1.2
97000US5307740|Sedro-Woolley School District|5307740|2014-2018|105|3885|429|200|105|5.1|2.8|350|138|9.0|3.5|2125|334|54.7|5.2|1210|220|31.1|4.4|0|22|0.0|0.8
97000US5307770|Selah School District|5307770|2014-2018|105|3495|397|160|73|4.6|2.0|160|73|4.6|2.2|2220|312|63.5|6.2|950|251|27.2|5.8|0|19|0.0|0.9
97000US5307800|Selkirk School District|5307800|2014-2018|105|245|78|25|24|10.2|9.6|4|7|1.6|2.7|155|59|63.3|14.7|65|40|26.5|13.0|0|12|0.0|12.4
97000US2803930|Senatobia Municipal School District|2803930|2014-2018|105|1345|254|0|18|0.0|2.7|125|82|9.3|5.7|665|203|49.4|10.7|555|163|41.3|11.1|0|18|0.0|2.7
97000US4703750|Sequatchie County School District|4703750|2014-2018|105|2245|163|35|34|1.6|1.5|90|64|4.0|2.8|1425|111|63.5|4.1|695|106|31.0|3.6|0|19|0.0|1.5
97000US5307830|Sequim School District|5307830|2014-2018|105|2730|309|180|103|6.6|3.5|105|78|3.8|2.8|1230|225|45.1|6.3|1215|204|44.5|6.9|0|25|0.0|1.2
97000US4703780|Sevier County School District|4703780|2014-2018|105|14095|437|665|234|4.7|1.6|1125|265|8.0|1.9|8020|375|56.9|2.6|4285|343|30.4|2.2|0|29|0.0|0.2
97000US4900930|Sevier School District|4900930|2014-2018|105|4970|120|285|81|5.7|1.6|250|67|5.0|1.4|3105|125|62.5|2.5|1330|96|26.8|1.8|0|21|0.0|0.6
97000US3176560|Seward Public Schools|3176560|2014-2018|105|1355|178|30|23|2.2|1.9|85|43|6.3|3.3|835|149|61.6|5.4|405|71|29.9|3.6|0|15|0.0|1.5
97000US0903990|Seymour School District|0903990|2014-2018|105|2780|354|40|44|1.4|1.6|105|68|3.8|2.5|1725|291|62.1|6.9|915|229|32.9|6.7|0|19|0.0|1.2
95000US3414880|Shamong Township School District|3414880|2014-2018|105|1020|179|95|62|9.3|5.9|120|68|11.8|6.8|805|173|78.9|8.1|0|17|0.0|3.1|0|17|0.0|3.1
97000US4665460|Shannon County School District 65-1|4665460|2014-2018|105|3565|193|380|109|10.7|3.0|255|87|7.2|2.4|2165|172|60.7|3.5|765|88|21.5|2.3|0|15|0.0|0.6
97000US0103000|Sheffield City School District|0103000|2014-2018|105|1235|195|35|39|2.8|3.1|65|52|5.3|4.3|925|177|74.9|8.2|210|92|17.0|6.7|0|17|0.0|2.6
97000US0103030|Shelby County School District|0103030|2014-2018|105|20280|704|415|151|2.0|0.7|1435|233|7.1|1.1|12500|583|61.6|1.9|5920|375|29.2|1.6|0|28|0.0|0.2
97000US4700148|Shelby County School District|4700148|2014-2018|105|115935|1661|6495|708|5.6|0.6|8715|815|7.5|0.7|69180|1624|59.7|1.0|31545|1015|27.2|0.8|0|29|0.0|0.1
97000US1803210|Shelby Eastern Schools|1803210|2014-2018|105|1195|232|0|16|0.0|2.5|150|95|12.6|7.1|745|178|62.3|9.7|305|102|25.5|7.8|0|16|0.0|2.5
97000US3176590|Shelby Public Schools|3176590|2014-2018|105|320|70|25|24|7.8|7.0|15|9|4.7|3.5|175|43|54.7|7.9|105|34|32.8|7.1|0|9|0.0|6.1
97000US3176620|Shelton Public Schools|3176620|2014-2018|105|305|73|15|14|4.9|4.6|35|21|11.5|6.7|140|45|45.9|8.9|115|40|37.7|9.4|0|9|0.0|6.3
97000US5307900|Shelton School District|5307900|2014-2018|105|3840|416|230|88|6.0|2.1|240|76|6.3|2.0|2305|313|60.0|4.0|1065|166|27.7|3.6|0|22|0.0|0.8
97000US5103510|Shenandoah County Public Schools|5103510|2014-2018|105|6360|241|300|117|4.7|1.8|455|157|7.2|2.5|3785|232|59.5|3.5|1815|156|28.5|2.1|0|25|0.0|0.5
97000US0500015|Sheridan School District|0500015|2014-2018|105|4470|339|85|61|1.9|1.4|345|133|7.7|3.0|2870|258|64.2|3.5|1170|191|26.2|3.4|0|22|0.0|0.7
95000US3000932|Shields Valley Elementary School District|3000932|2014-2018|105|145|58|0|10|0.0|14.3|4|4|2.8|5.2|145|57|100.0|14.3|0|10|0.0|14.3|0|10|0.0|14.3
96000US3000933|Shields Valley High School District|3000933|2014-2018|105|55|29|0|10|0.0|32.2|0|10|0.0|32.2|0|10|0.0|32.2|55|29|100.0|32.2|0|10|0.0|32.2
97000US1700122|Shiloh Community Unit School District 1|1700122|2014-2018|105|410|80|65|32|15.9|7.4|4|5|1.0|3.0|235|58|57.3|8.4|100|33|24.4|6.6|0|11|0.0|6.5
96000US3414940|Shore Regional School District|3414940|2014-2018|105|595|158|0|19|0.0|5.3|0|19|0.0|5.3|0|19|0.0|5.3|595|158|100.0|5.3|0|19|0.0|5.3
97000US5307920|Shoreline School District|5307920|2014-2018|105|8110|598|450|125|5.5|1.5|795|178|9.8|2.2|4315|393|53.2|3.2|2550|361|31.4|3.4|0|28|0.0|0.4
97000US0407700|Show Low Unified District|0407700|2014-2018|105|2690|395|120|59|4.5|2.3|80|53|3.0|2.0|1720|309|63.9|5.7|765|188|28.4|5.5|0|19|0.0|1.3
95000US3414970|Shrewsbury Borough School District|3414970|2014-2018|105|510|133|50|43|9.8|8.6|45|29|8.8|5.8|415|135|81.4|11.5|0|12|0.0|6.2|0|12|0.0|6.2
97000US2700102|Sibley East School District|2700102|2014-2018|105|1285|116|95|29|7.4|2.3|80|32|6.2|2.4|725|87|56.4|4.0|385|56|30.0|3.7|0|12|0.0|1.4
97000US1900015|Sibley-Ocheyedan Community School District|1900015|2014-2018|105|805|78|105|33|13.0|4.2|65|30|8.1|3.8|365|76|45.3|6.7|270|41|33.5|4.8|0|9|0.0|2.5
97000US3176710|Sidney Public Schools|3176710|2014-2018|105|1250|115|125|52|10.0|4.2|185|94|14.8|7.7|625|131|50.0|8.4|310|53|24.8|4.2|0|13|0.0|1.6
96000US0699004|Sierra Unified School District (9-12)|0699004|2014-2018|105|50|27|0|12|0.0|43.5|0|12|0.0|43.5|0|12|0.0|43.5|50|27|100.0|43.5|0|12|0.0|43.5
97000US3100066|Silver Lake Public Schools|3100066|2014-2018|105|200|57|15|10|7.5|4.5|15|8|7.5|4.3|120|37|60.0|9.6|50|26|25.0|8.4|0|9|0.0|9.5
97000US2803990|Simpson County School District|2803990|2014-2018|105|4075|373|0|24|0.0|0.9|430|155|10.6|3.9|2540|327|62.3|5.4|1105|183|27.1|3.5|0|24|0.0|0.9
97000US1900023|Sioux Central Community School District|1900023|2014-2018|105|555|110|55|24|9.9|3.9|15|9|2.7|1.6|290|67|52.3|6.9|195|58|35.1|8.1|0|9|0.0|3.5
97000US3176800|Sioux County Public Schools|3176800|2014-2018|105|115|32|4|2|3.5|8.7|40|15|34.8|15.0|60|26|52.2|14.7|10|8|8.7|8.1|0|9|0.0|15.9
97000US4666270|Sioux Falls School District 49-5|4666270|2014-2018|105|23105|797|1420|285|6.1|1.2|1560|302|6.8|1.3|13855|642|60.0|2.1|6275|406|27.2|1.6|0|22|0.0|0.1
97000US4666300|Sioux Valley School District 05-5|4666300|2014-2018|105|600|121|25|19|4.2|3.2|95|52|15.8|8.5|310|73|51.7|7.2|170|70|28.3|9.4|0|9|0.0|3.3
97000US4600053|Sisseton School District 54-2|4600053|2014-2018|105|1645|159|185|54|11.2|2.9|80|35|4.9|2.3|1025|120|62.3|4.2|360|67|21.9|3.3|0|13|0.0|1.2
97000US0200240|Sitka School District|0200240|2014-2018|105|1470|63|40|17|2.7|1.2|70|37|4.8|2.6|980|72|66.7|3.6|380|38|25.9|2.6|0|13|0.0|1.3
97000US0200690|Skagway School District|0200690|2014-2018|105|125|29|4|5|3.2|9.5|10|7|8.0|5.5|70|21|56.0|10.2|40|12|32.0|8.7|0|9|0.0|14.7
95000US1714820|Skokie-Fairview School District 72|1714820|2014-2018|105|530|142|45|33|8.5|6.0|10|11|1.9|2.3|475|136|89.6|5.9|0|15|0.0|5.1|0|15|0.0|5.1
97000US4675600|Smee School District 15-3|4675600|2014-2018|105|120|29|4|4|3.3|4.6|4|6|3.3|10.7|75|22|62.5|10.1|35|12|29.2|10.2|0|9|0.0|15.3
97000US2000007|Smith Center Unified School District 237|2000007|2014-2018|105|435|72|60|29|13.8|5.6|30|17|6.9|4.0|245|42|56.3|6.7|105|27|24.1|4.2|0|10|0.0|5.6
97000US4703870|Smith County School District|4703870|2014-2018|105|3260|154|165|71|5.1|2.1|140|51|4.3|1.6|1970|118|60.4|3.7|985|138|30.2|3.5|0|19|0.0|1.1
97000US4400990|Smithfield School District|4400990|2014-2018|105|2445|230|125|68|5.1|2.7|175|89|7.2|3.5|1400|234|57.3|7.2|745|159|30.5|6.5|0|24|0.0|1.5
97000US2000002|Smoky Valley Unified School District 400|2000002|2014-2018|105|905|160|0|15|0.0|2.7|60|53|6.6|5.5|550|128|60.8|8.0|290|73|32.0|8.3|0|15|0.0|2.7
97000US5103520|Smyth County Public Schools|5103520|2014-2018|105|4480|166|220|82|4.9|1.8|300|109|6.7|2.5|2705|154|60.4|3.1|1250|126|27.9|2.6|0|25|0.0|0.7
97000US0407820|Snowflake Unified District|0407820|2014-2018|105|2725|381|65|54|2.4|1.9|130|86|4.8|3.4|1690|323|62.0|6.3|835|192|30.6|5.9|0|19|0.0|1.3
97000US1603000|Soda Springs Joint School District 150|1603000|2014-2018|105|970|98|45|30|4.6|3.1|100|53|10.3|5.5|535|81|55.2|6.3|285|44|29.4|3.8|0|12|0.0|3.3
95000US0407860|Solomon Elementary District|0407860|2014-2018|105|525|169|10|10|1.9|2.1|15|14|2.9|3.0|390|148|74.3|9.4|110|52|21.0|8.6|0|12|0.0|6.4
95000US3000002|Somers Elementary School District|3000002|2014-2018|105|540|281|20|28|3.7|5.3|75|89|13.9|12.4|450|212|83.3|11.5|0|14|0.0|4.1|0|14|0.0|4.1
97000US2400570|Somerset County Public Schools|2400570|2014-2018|105|2830|251|185|122|6.5|4.2|270|131|9.5|4.4|1620|209|57.2|6.0|755|131|26.7|4.6|0|22|0.0|1.1
97000US3400009|Somerset Hills Regional School District|3400009|2014-2018|105|1430|260|10|13|0.7|0.9|35|41|2.4|2.9|870|190|60.8|7.4|515|147|36.0|7.5|0|19|0.0|2.2
97000US5514010|Somerset School District|5514010|2014-2018|105|1805|258|110|60|6.1|3.3|105|57|5.8|3.0|1070|175|59.3|5.3|520|125|28.8|5.3|0|12|0.0|1.0
96000US2500541|Somerset-Berkley School District|2500541|2014-2018|105|1075|205|0|23|0.0|3.2|0|23|0.0|3.2|0|23|0.0|3.2|1075|205|100.0|3.2|0|23|0.0|3.2
95000US0407890|Somerton Elementary District|0407890|2014-2018|105|3635|362|390|167|10.7|4.3|325|129|8.9|3.4|2920|325|80.3|5.1|0|23|0.0|1.0|0|23|0.0|1.0
97000US2007470|South Brown County Unified School District 430|2007470|2014-2018|105|630|110|25|14|4.0|2.2|55|21|8.7|2.9|370|77|58.7|5.6|180|46|28.6|5.3|0|10|0.0|3.9
97000US5007470|South Burlington School District|5007470|2014-2018|105|2100|287|50|51|2.4|2.4|170|75|8.1|3.5|1080|196|51.4|6.7|800|188|38.1|7.0|0|15|0.0|0.9
97000US4703900|South Carroll Special School District|4703900|2014-2018|105|365|112|20|16|5.5|4.1|4|6|1.1|1.7|190|87|52.1|17.7|155|87|42.5|20.2|0|12|0.0|9.1
97000US1900024|South Central Calhoun Community School District|1900024|2014-2018|105|880|115|105|37|11.9|4.4|85|31|9.7|3.4|415|88|47.2|6.1|270|50|30.7|4.9|0|13|0.0|2.2
97000US1700114|South Central Community Unit School District 401|1700114|2014-2018|105|675|135|50|30|7.4|4.5|50|33|7.4|4.5|435|97|64.4|8.0|145|61|21.5|7.9|0|11|0.0|4.0
97000US3100122|South Central Nebraska Unified 5|3100122|2014-2018|105|650|101|75|27|11.5|3.8|35|17|5.4|2.4|390|83|60.0|6.7|150|36|23.1|5.7|0|9|0.0|3.0
97000US4607670|South Central School District 26-5|4607670|2014-2018|105|165|47|25|13|15.2|8.0|20|10|12.1|6.1|110|38|66.7|8.6|10|10|6.1|9.3|0|9|0.0|11.4
97000US3600008|South Country Central School District|3600008|2014-2018|105|4770|561|120|54|2.5|1.1|315|163|6.6|3.2|2800|439|58.7|5.6|1530|260|32.1|4.6|0|25|0.0|0.7
97000US1800240|South Dearborn Community School Corporation|1800240|2014-2018|105|2625|349|10|17|0.4|0.7|220|101|8.4|3.9|1555|258|59.2|6.7|835|220|31.8|6.5|0|18|0.0|1.1
97000US2803960|South Delta School District|2803960|2014-2018|105|895|101|50|47|5.6|5.0|110|58|12.3|6.2|430|69|48.0|9.4|305|79|34.1|6.4|0|18|0.0|4.1
97000US2900002|South Harrison County R-II School District|2900002|2014-2018|105|960|119|155|51|16.1|5.1|70|42|7.3|4.2|575|80|59.9|5.9|160|53|16.7|4.8|0|15|0.0|2.8
97000US3400769|South Hunterdon Regional School District|3400769|2014-2018|105|855|187|4|12|0.5|1.7|40|33|4.7|3.6|405|100|47.4|11.1|405|147|47.4|11.4|0|17|0.0|3.7
97000US5514040|South Milwaukee School District|5514040|2014-2018|105|3250|252|160|77|4.9|2.3|310|101|9.5|3.1|1795|239|55.2|6.6|990|233|30.5|6.5|0|16|0.0|0.5
97000US1900026|South O'Brien Community School District|1900026|2014-2018|105|610|89|50|26|8.2|4.3|40|22|6.6|3.8|340|77|55.7|7.6|180|42|29.5|6.7|0|9|0.0|3.2
97000US3100110|South Platte Public Schools|3100110|2014-2018|105|215|72|25|14|11.6|5.6|10|6|4.7|4.7|130|50|60.5|7.8|50|27|23.3|8.2|0|9|0.0|8.9
97000US4900960|South Sanpete School District|4900960|2014-2018|105|3300|263|210|66|6.4|1.9|310|92|9.4|2.8|1880|182|57.0|4.1|900|178|27.3|4.3|0|18|0.0|0.9
97000US3175630|South Sarpy District 46|3175630|2014-2018|105|1265|231|60|34|4.7|2.8|125|52|9.9|3.9|705|161|55.7|6.4|375|107|29.6|6.6|0|13|0.0|1.6
97000US3176860|South Sioux City Community Schools|3176860|2014-2018|105|3315|271|350|137|10.6|3.9|140|94|4.2|2.8|1990|208|60.0|4.6|830|132|25.0|3.4|0|15|0.0|0.6
97000US4900990|South Summit School District|4900990|2014-2018|105|1530|202|70|39|4.6|2.5|125|54|8.2|3.3|930|152|60.8|4.7|405|85|26.5|4.6|0|16|0.0|1.9
97000US5103600|Southampton County Public Schools|5103600|2014-2018|105|2405|133|145|71|6.0|2.9|190|85|7.9|3.6|1280|158|53.2|5.5|790|120|32.8|4.8|0|19|0.0|1.3
97000US0200700|Southeast Island School District|0200700|2014-2018|105|220|57|15|14|6.8|6.8|4|5|1.8|2.7|120|37|54.5|9.4|75|28|34.1|10.9|0|9|0.0|8.7
97000US2000001|Southeast of Saline Unified School District 306|2000001|2014-2018|105|665|163|45|29|6.8|4.2|15|13|2.3|2.4|425|127|63.9|10.0|180|75|27.1|8.8|0|10|0.0|3.7
97000US1999019|Southeast Webster-Grand Community School District|1999019|2014-2018|105|570|100|105|46|18.4|7.0|70|51|12.3|8.1|295|67|51.8|9.8|100|44|17.5|7.7|0|9|0.0|3.4
97000US5514130|Southern Door County School District|5514130|2014-2018|105|980|114|50|24|5.1|2.3|50|21|5.1|2.2|525|85|53.6|5.4|360|65|36.7|6.2|0|12|0.0|1.8
97000US3177180|Southern School District 1|3177180|2014-2018|105|325|73|4|8|1.2|4.6|20|13|6.2|4.6|200|62|61.5|11.6|95|41|29.2|10.9|0|9|0.0|6.0
97000US3100109|Southern Valley Schools|3100109|2014-2018|105|410|94|20|19|4.9|4.5|25|13|6.1|3.1|225|52|54.9|7.3|140|47|34.1|6.7|0|9|0.0|4.8
97000US1800030|Southwest Allen County Metropolitan School District|1800030|2014-2018|105|6250|465|235|91|3.8|1.5|330|118|5.3|1.9|3735|347|59.8|3.8|1950|295|31.2|3.6|0|24|0.0|0.5
97000US3100178|Southwest Public Schools|3100178|2014-2018|105|440|108|85|66|19.3|16.1|10|11|2.3|2.3|235|105|53.4|16.0|110|55|25.0|9.8|0|9|0.0|4.4
97000US0200710|Southwest Region School District|0200710|2014-2018|105|690|46|55|16|8.0|2.3|70|14|10.1|3.0|370|36|53.6|3.3|200|29|29.0|3.9|0|9|0.0|2.9
97000US5099905|Southwest Vermont Supervisory Union|5099905|2014-2018|105|2930|287|180|103|6.1|3.2|145|84|4.9|2.8|1695|174|57.8|5.5|915|187|31.2|4.7|0|17|0.0|0.7
97000US2500013|Southwick-Tolland-Granville Regional School District|2500013|2014-2018|105|1670|228|180|115|10.8|7.0|115|76|6.9|4.5|855|188|51.2|8.5|520|164|31.1|8.6|0|19|0.0|2.1
97000US5514160|Sparta Area School District|5514160|2014-2018|105|2695|235|95|49|3.5|1.8|175|64|6.5|2.4|1680|202|62.3|5.4|745|153|27.6|5.0|0|14|0.0|0.6
97000US4503480|Spartanburg School District 1|4503480|2014-2018|105|4630|517|90|49|1.9|1.1|390|131|8.4|2.7|2720|394|58.7|4.4|1430|238|30.9|4.2|0|26|0.0|0.8
97000US4503510|Spartanburg School District 2|4503510|2014-2018|105|9415|618|335|144|3.6|1.5|570|165|6.1|1.7|5635|478|59.9|3.4|2875|387|30.5|3.6|0|29|0.0|0.4
97000US4503540|Spartanburg School District 3|4503540|2014-2018|105|3000|441|55|39|1.8|1.3|250|123|8.3|3.9|1650|293|55.0|5.4|1050|217|35.0|5.4|0|19|0.0|1.2
97000US4503570|Spartanburg School District 4|4503570|2014-2018|105|3350|514|65|91|1.9|2.8|275|173|8.2|4.9|2030|428|60.6|8.2|980|271|29.3|6.9|0|23|0.0|1.0
97000US4503600|Spartanburg School District 5|4503600|2014-2018|105|8055|731|295|138|3.7|1.7|760|215|9.4|2.6|5090|581|63.2|4.1|1905|324|23.6|3.5|0|26|0.0|0.4
97000US4503630|Spartanburg School District 6|4503630|2014-2018|105|11575|906|515|183|4.4|1.6|1015|210|8.8|1.7|6900|697|59.6|3.4|3145|418|27.2|3.1|0|29|0.0|0.3
97000US4503660|Spartanburg School District 7|4503660|2014-2018|105|7120|561|375|152|5.3|2.1|700|209|9.8|2.8|4265|440|59.9|4.2|1785|277|25.1|3.5|0|29|0.0|0.5
97000US4666930|Spearfish School District 40-2|4666930|2014-2018|105|2095|240|135|72|6.4|3.1|55|44|2.6|2.2|1315|182|62.8|5.8|585|130|27.9|5.6|0|15|0.0|0.9
97000US5514190|Spencer School District|5514190|2014-2018|105|820|129|50|23|6.1|2.8|35|17|4.3|2.1|435|89|53.0|5.4|300|59|36.6|5.4|0|9|0.0|2.1
97000US2500002|Spencer-East Brookfield School District|2500002|2014-2018|105|1545|280|110|67|7.1|4.4|135|81|8.7|5.0|840|208|54.4|9.7|460|165|29.8|8.7|0|19|0.0|2.2
97000US5514220|Spooner Area School District|5514220|2014-2018|105|1370|101|60|22|4.4|1.6|95|29|6.9|2.0|830|72|60.6|3.7|380|56|27.7|3.0|0|14|0.0|1.3
97000US5103640|Spotsylvania County Public Schools|5103640|2014-2018|105|23090|547|725|168|3.1|0.7|1895|293|8.2|1.3|12885|497|55.8|1.7|7585|343|32.8|1.3|0|28|0.0|0.1
97000US5514340|Spring Valley School District|5514340|2014-2018|105|980|133|35|15|3.6|1.6|50|21|5.1|2.3|615|96|62.8|4.2|280|53|28.6|3.6|0|9|0.0|1.8
97000US5007530|Springfield School District|5007530|2014-2018|105|1295|245|85|67|6.6|4.7|50|55|3.9|3.9|745|153|57.5|11.6|415|199|32.0|13.2|0|13|0.0|1.5
97000US4800002|Spur Independent School District|4800002|2014-2018|105|295|55|0|13|0.0|12.7|25|18|8.5|6.4|190|49|64.4|9.2|75|27|25.4|8.9|0|13|0.0|12.7
97000US0103062|St. Clair County School District|0103062|2014-2018|105|9405|633|445|203|4.7|2.0|735|252|7.8|2.7|5915|491|62.9|3.8|2310|335|24.6|3.0|0|28|0.0|0.3
97000US3176980|St. Edward Public Schools|3176980|2014-2018|105|160|71|15|13|9.4|6.6|15|13|9.4|7.7|100|55|62.5|14.3|30|20|18.8|12.4|0|9|0.0|11.7
